TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster
173.6,Debit,Online,21.0,Student,160.0,1.0,421.44,0
149.4,Debit,ATM,53.0,Retired,123.0,1.0,1035.22,1
388.21,Credit,Branch,53.0,Doctor,237.0,1.0,9724.49,1
484.3,Credit,Online,61.0,Retired,230.0,3.0,7910.300000000001,1
126.04,Credit,Branch,65.0,Retired,167.0,1.0,6041.69,1
52.04,Credit,Branch,50.0,Doctor,30.999999999999996,1.0,8436.12,1
389.7,Credit,Branch,62.0,Doctor,215.99999999999997,1.0,7125.15,1
161.1,Credit,ATM,19.0,Student,104.0,1.0,239.11999999999998,0
309.77,Credit,Online,67.0,Retired,137.0,1.0,4378.14,1
838.57,Debit,ATM,41.0,Doctor,273.0,1.0,14576.47,1
202.55,Debit,ATM,21.0,Student,34.0,2.0,701.7299999999999,0
724.18,Debit,Branch,41.0,Doctor,134.0,1.0,10922.78,1
124.98,Debit,ATM,24.0,Student,78.0,1.0,641.9999999999999,0
487.32,Debit,Branch,52.0,Doctor,164.0,1.0,7707.959999999999,1
635.91,Credit,Branch,46.0,Doctor,78.0,1.0,13267.09,1
205.65,Debit,Branch,62.0,Retired,144.0,1.0,3582.16,1
39.41,Debit,Branch,25.0,Student,132.0,1.0,921.91,0
254.00000000000003,Debit,Branch,35.0,Doctor,63.0,1.0,5788.53,0
436.8,Debit,Branch,36.0,Engineer,213.0,1.0,4515.43,0
224.73,Debit,Branch,76.0,Retired,63.0,1.0,7551.890000000001,1
752.69,Credit,ATM,65.0,Doctor,115.0,1.0,14489.69,1
78.5,Credit,Branch,31.0,Doctor,41.0,1.0,13991.5,1
50.0,Credit,ATM,53.0,Doctor,87.0,1.0,185.87,0
132.42,Debit,ATM,18.0,Student,164.0,1.0,726.3899999999999,0
11.67,Debit,Branch,76.0,Retired,105.0,1.0,7458.629999999999,1
83.16,Debit,ATM,61.0,Retired,177.0,1.0,3065.87,1
149.02,Credit,Branch,46.0,Engineer,176.0,1.0,9379.72,1
74.27,Credit,Online,59.0,Doctor,148.0,1.0,13696.61,1
876.57,Credit,ATM,62.0,Retired,118.0,1.0,3743.6300000000006,1
615.58,Debit,ATM,42.0,Doctor,133.0,1.0,14343.0,1
643.03,Credit,Online,36.0,Engineer,52.00000000000001,1.0,2882.16,0
7.950000000000001,Debit,ATM,79.0,Retired,65.0,1.0,5631.2,1
270.92,Credit,Branch,77.0,Retired,143.0,1.0,4574.43,1
499.47999999999996,Debit,ATM,24.0,Student,133.0,1.0,1242.62,0
841.5,Credit,Branch,25.0,Student,287.0,1.0,352.31,0
138.82,Debit,Online,77.0,Retired,53.00000000000001,1.0,3100.22,1
231.46,Credit,Branch,60.0,Engineer,83.0,1.0,4707.24,1
292.08,Debit,ATM,72.0,Retired,32.0,1.0,7950.48,1
63.98,Debit,Online,54.0,Doctor,258.0,1.0,7954.12,1
235.21,Debit,Branch,67.0,Doctor,74.0,1.0,5946.61,1
201.73,Debit,Online,57.0,Engineer,78.0,1.0,6650.71,1
161.31,Debit,ATM,28.0,Student,13.0,1.0,1268.67,0
18.41,Debit,Branch,53.0,Doctor,168.00000000000003,1.0,8287.54,1
471.75,Credit,Branch,34.0,Doctor,41.0,1.0,12948.5,1
290.02,Debit,Branch,55.0,Engineer,246.0,1.0,4746.71,1
48.05,Debit,Branch,27.0,Engineer,37.99999999999999,1.0,5334.97,0
359.42,Debit,Branch,55.0,Doctor,30.0,1.0,1765.45,1
32.91,Debit,Online,19.0,Student,255.0,1.0,427.3,0
3.8000000000000003,Debit,Branch,67.0,Retired,140.0,1.0,6285.39,1
31.81,Debit,Online,51.0,Retired,149.0,1.0,1406.6,1
220.2,Debit,Online,28.0,Student,102.0,1.0,1075.15,0
476.03,Credit,Branch,77.0,Retired,99.0,1.0,5958.34,1
141.91,Debit,Branch,23.0,Student,49.0,1.0,791.9699999999999,0
95.83,Debit,Online,27.0,Student,91.0,1.0,1726.4,0
51.15,Credit,Branch,46.0,Engineer,199.0,1.0,8992.25,1
1192.2,Credit,Branch,60.0,Retired,103.0,5.0,7816.410000000001,1
50.75,Debit,ATM,62.0,Doctor,185.0,1.0,8271.47,1
185.07,Debit,Branch,22.0,Student,159.0,1.0,636.42,0
293.54,Debit,Online,40.0,Engineer,45.0,1.0,2290.1,0
23.38,Debit,Branch,32.0,Engineer,89.0,1.0,9968.49,1
285.26,Debit,ATM,28.0,Student,93.0,1.0,167.72,0
129.48,Debit,ATM,31.0,Engineer,179.0,1.0,7581.7,0
743.03,Debit,ATM,50.0,Engineer,174.0,1.0,4111.38,1
297.86,Credit,ATM,28.0,Student,96.0,1.0,1680.14,0
231.92,Debit,ATM,66.0,Doctor,12.0,1.0,5715.08,1
295.82,Credit,Branch,47.0,Engineer,45.99999999999999,1.0,5897.73,1
302.86,Debit,Online,55.0,Doctor,275.0,1.0,5239.24,1
81.08,Debit,ATM,58.0,Engineer,56.0,1.0,7788.910000000001,1
775.6,Credit,Branch,79.0,Retired,158.0,1.0,3898.6400000000003,1
178.43,Debit,Branch,26.0,Student,136.0,1.0,1214.93,0
211.91,Debit,Online,20.0,Student,181.0,1.0,927.4699999999999,0
17.21,Debit,Online,23.0,Student,219.0,1.0,914.16,0
124.22,Debit,ATM,23.0,Student,172.0,1.0,9695.04,0
38.37,Debit,ATM,63.0,Doctor,135.0,1.0,8647.04,1
269.79,Debit,ATM,52.0,Engineer,17.0,1.0,1292.1,1
605.42,Debit,ATM,21.0,Student,33.0,1.0,392.34,0
11.19,Debit,ATM,60.0,Engineer,40.0,1.0,9877.17,1
29.19,Credit,Branch,58.0,Doctor,41.0,1.0,12059.85,1
701.7,Credit,Online,61.0,Retired,64.0,1.0,6643.24,1
862.34,Debit,Branch,57.0,Doctor,72.0,1.0,9903.48,1
410.97,Debit,ATM,22.0,Student,45.0,1.0,151.42,0
36.97,Debit,Branch,41.0,Engineer,79.0,1.0,2850.92,0
137.59,Debit,ATM,30.0,Doctor,95.0,1.0,10679.67,1
168.11,Credit,Online,51.0,Doctor,12.0,1.0,10652.13,1
430.98,Debit,Branch,24.0,Student,93.0,1.0,569.25,0
13.87,Debit,Branch,24.0,Student,20.0,1.0,954.83,0
642.68,Debit,ATM,76.0,Retired,66.0,1.0,1831.2,1
175.07,Debit,Online,28.0,Engineer,169.0,2.0,9274.64,0
302.82,Debit,ATM,36.0,Engineer,175.0,1.0,9384.54,1
1647.74,Debit,ATM,67.0,Retired,52.00000000000001,1.0,1483.84,1
406.81,Debit,Online,66.0,Retired,84.00000000000001,1.0,1968.3600000000001,1
256.3,Debit,Online,53.0,Retired,172.0,1.0,4203.05,1
80.96,Credit,Online,19.0,Student,97.0,1.0,959.9399999999999,0
95.78,Debit,Online,22.0,Student,26.999999999999996,1.0,271.64,0
379.54,Credit,Branch,41.0,Doctor,118.0,1.0,12571.76,1
903.19,Debit,Online,22.0,Student,65.0,1.0,8627.08,0
142.19,Debit,Branch,18.0,Student,26.999999999999996,4.0,524.46,0
847.45,Debit,Branch,28.0,Student,175.0,1.0,422.32,0
295.18,Credit,Branch,66.0,Doctor,30.999999999999996,1.0,12961.53,1
18.46,Debit,Branch,68.0,Retired,213.0,1.0,6381.6,1
603.23,Debit,Branch,28.0,Student,48.0,1.0,117.98000000000002,0
54.5,Credit,Branch,57.0,Retired,147.0,1.0,1715.22,1
414.77,Debit,Online,29.0,Doctor,274.0,1.0,5599.81,0
886.19,Debit,Branch,61.0,Retired,69.00000000000001,1.0,7904.240000000001,1
440.03,Debit,Online,49.0,Engineer,88.0,1.0,1490.44,0
35.46,Debit,ATM,56.0,Retired,285.0,1.0,1532.72,1
76.39,Debit,Branch,18.0,Student,219.0,1.0,5976.0,0
595.91,Credit,ATM,19.0,Student,162.0,1.0,1673.76,0
6.03,Debit,Branch,76.0,Retired,70.0,1.0,3290.72,1
249.34,Debit,ATM,26.0,Engineer,197.0,1.0,3030.97,0
421.52,Debit,Branch,20.0,Student,67.0,1.0,369.86,0
189.77,Debit,Branch,58.0,Engineer,24.0,1.0,6570.36,1
73.19,Debit,Branch,76.0,Retired,213.0,1.0,2264.98,1
188.13,Credit,Online,75.0,Retired,198.0,1.0,5029.87,1
30.52,Debit,Branch,62.0,Doctor,122.0,1.0,12327.74,1
1235.69,Credit,Branch,20.0,Student,118.0,1.0,420.25,0
1159.39,Debit,Online,41.0,Doctor,150.0,1.0,6499.53,1
170.24,Debit,Branch,62.0,Retired,133.0,1.0,5172.99,1
56.62,Debit,Branch,54.0,Doctor,121.0,1.0,8981.1,1
53.14,Debit,ATM,34.0,Doctor,70.0,1.0,7914.999999999999,1
587.23,Debit,Online,27.0,Student,144.0,1.0,500.84,0
146.15,Debit,Branch,43.0,Doctor,75.0,1.0,13784.4,1
21.27,Credit,Online,62.0,Retired,114.0,1.0,7392.79,1
1397.59,Credit,ATM,26.0,Student,144.0,1.0,1134.79,0
76.02,Credit,Online,34.0,Doctor,189.0,1.0,14765.41,1
170.19,Credit,Branch,27.0,Student,156.0,5.0,745.87,0
155.51,Debit,ATM,68.0,Doctor,15.0,1.0,5360.19,1
135.15,Debit,Online,72.0,Retired,50.00000000000001,1.0,5878.14,1
39.48,Debit,ATM,56.0,Retired,37.99999999999999,1.0,5889.51,1
451.68,Debit,Online,33.0,Engineer,15.0,1.0,4381.54,0
19.11,Credit,Online,49.0,Engineer,160.0,1.0,8478.46,1
355.0,Credit,Online,26.0,Student,33.0,1.0,185.47,0
427.69,Debit,ATM,43.0,Engineer,236.0,1.0,2443.54,0
254.86,Debit,Branch,23.0,Student,102.0,1.0,699.8999999999999,0
19.48,Debit,ATM,27.0,Engineer,114.0,1.0,4739.59,0
190.17,Debit,ATM,49.0,Doctor,265.0,1.0,12893.85,1
91.38,Debit,ATM,65.0,Retired,179.0,1.0,2402.58,1
206.63,Credit,Online,59.0,Retired,128.0,1.0,7626.53,1
93.22,Debit,Online,52.0,Retired,52.00000000000001,1.0,1014.6300000000001,1
547.98,Debit,ATM,28.0,Student,171.0,1.0,1358.54,0
641.06,Debit,ATM,23.0,Student,25.000000000000004,1.0,1602.13,0
314.55,Credit,Branch,27.0,Student,18.999999999999996,2.0,1105.89,0
836.45,Debit,Online,61.0,Retired,63.0,1.0,1731.89,1
1095.09,Debit,ATM,29.0,Engineer,52.00000000000001,1.0,8692.47,0
189.45,Credit,Branch,53.0,Doctor,61.99999999999999,1.0,12578.75,1
91.84,Credit,Branch,67.0,Retired,80.0,1.0,1712.41,1
609.52,Debit,ATM,78.0,Retired,169.0,1.0,3485.03,1
859.3,Credit,Branch,78.0,Retired,68.00000000000001,1.0,1146.78,1
100.01,Debit,ATM,50.0,Doctor,63.0,1.0,6393.12,1
28.78,Credit,Online,40.0,Doctor,51.00000000000001,1.0,680.5499999999998,0
111.08,Debit,Online,70.0,Doctor,83.0,1.0,7037.34,1
470.96,Credit,Online,69.0,Doctor,123.99999999999999,2.0,12991.03,1
52.23,Credit,Branch,28.0,Student,96.0,1.0,105.01,0
78.62,Debit,Branch,32.0,Doctor,52.00000000000001,1.0,1360.85,0
47.79,Debit,Branch,25.0,Student,37.0,1.0,1649.92,0
333.97,Debit,Branch,52.0,Doctor,45.0,1.0,5237.36,1
30.87,Debit,ATM,33.0,Doctor,295.0,1.0,14348.65,1
710.43,Debit,Online,67.0,Retired,115.0,1.0,5625.55,1
220.23,Debit,ATM,41.0,Engineer,48.0,1.0,3438.02,0
27.28,Debit,ATM,29.0,Doctor,96.0,1.0,10668.24,1
101.52,Debit,ATM,49.0,Engineer,98.0,1.0,2018.9000000000003,1
162.65,Debit,ATM,59.0,Engineer,147.0,1.0,9500.95,1
10.52,Debit,ATM,55.0,Retired,30.0,1.0,2472.99,1
270.72,Debit,Branch,38.0,Doctor,37.0,1.0,6522.47,1
202.34,Debit,Online,20.0,Student,134.0,1.0,1223.45,0
247.58,Debit,ATM,39.0,Engineer,151.99999999999997,1.0,778.74,0
686.17,Debit,ATM,61.0,Retired,96.0,1.0,2246.15,1
359.65,Credit,Online,25.0,Student,289.0,1.0,219.53,0
109.91,Debit,Branch,38.0,Doctor,90.0,1.0,12896.06,1
215.72,Credit,Branch,30.0,Engineer,137.0,1.0,8697.11,0
490.76,Debit,Online,66.0,Retired,156.0,1.0,6414.11,1
224.28,Debit,Online,64.0,Retired,68.00000000000001,1.0,5767.51,1
614.03,Debit,ATM,68.0,Retired,51.00000000000001,1.0,2815.86,1
608.79,Debit,Online,55.0,Engineer,157.0,1.0,2991.17,1
186.55,Debit,Branch,48.0,Engineer,288.0,1.0,224.65,0
840.16,Credit,Branch,20.0,Student,68.00000000000001,1.0,1236.76,0
203.34,Debit,ATM,60.0,Doctor,66.0,1.0,13586.99,1
90.88,Debit,ATM,26.0,Engineer,284.0,1.0,7117.35,0
60.11,Credit,Branch,61.0,Retired,122.0,1.0,7235.87,1
393.92,Debit,Branch,72.0,Retired,47.0,1.0,7318.64,1
19.39,Debit,ATM,43.0,Doctor,45.0,1.0,9847.6,1
557.41,Credit,Online,80.0,Retired,49.0,1.0,2968.75,1
57.07,Credit,Online,31.0,Doctor,99.0,1.0,9323.71,1
395.27,Credit,Online,18.0,Student,167.0,1.0,1764.08,0
289.05,Debit,ATM,75.0,Retired,116.00000000000001,1.0,5683.49,1
46.11,Debit,Online,33.0,Doctor,233.0,1.0,5225.73,0
335.5,Debit,ATM,63.0,Retired,47.0,1.0,6445.4,1
388.07,Debit,Online,24.0,Student,68.00000000000001,1.0,289.71,0
520.86,Credit,Online,51.0,Engineer,66.0,1.0,9200.74,1
787.41,Debit,Online,25.0,Student,39.0,1.0,300.87,0
31.699999999999996,Credit,ATM,48.0,Doctor,121.0,1.0,743.8999999999999,0
22.3,Debit,ATM,21.0,Student,90.0,1.0,1200.35,0
203.12,Debit,ATM,56.0,Retired,181.0,1.0,1562.39,1
315.94,Credit,Branch,49.0,Doctor,172.0,1.0,7719.709999999999,1
192.23,Debit,Online,54.0,Engineer,39.0,3.0,2610.67,1
1510.71,Debit,Online,66.0,Retired,51.00000000000001,1.0,2060.02,1
0.26,Debit,Online,20.0,Student,173.0,1.0,1833.67,0
210.77,Debit,ATM,71.0,Retired,161.0,1.0,5396.65,1
406.65,Debit,ATM,57.0,Doctor,107.0,1.0,12995.7,1
422.9,Debit,ATM,40.0,Engineer,111.0,1.0,7616.43,1
20.62,Credit,ATM,35.0,Doctor,225.0,1.0,12500.8,1
174.39,Debit,ATM,19.0,Student,36.0,1.0,1127.08,0
7.859999999999999,Credit,Branch,76.0,Retired,91.0,1.0,3621.98,1
61.98,Debit,Online,49.0,Engineer,44.0,1.0,5212.28,1
54.85,Credit,Branch,58.0,Retired,40.0,1.0,2727.45,1
204.7,Debit,Branch,49.0,Doctor,95.0,5.0,5117.03,1
16.55,Debit,Branch,26.0,Engineer,159.0,1.0,6089.79,0
91.32,Debit,Branch,58.0,Engineer,77.0,1.0,2618.1,1
195.49,Debit,ATM,31.0,Doctor,212.0,1.0,11988.12,1
49.62,Debit,ATM,55.0,Engineer,111.0,1.0,3841.4199999999996,1
487.16,Credit,Branch,28.0,Student,84.00000000000001,1.0,321.21,0
405.6,Debit,Online,37.0,Engineer,44.0,1.0,9754.73,1
512.95,Debit,Branch,57.0,Engineer,143.0,1.0,9584.52,1
345.94,Debit,ATM,31.0,Doctor,163.0,1.0,7624.56,0
356.56,Debit,Online,47.0,Engineer,52.00000000000001,1.0,2485.73,0
10.31,Debit,Online,36.0,Engineer,280.0,1.0,2137.9,0
211.69,Debit,Branch,30.0,Doctor,111.0,1.0,6412.85,0
221.49,Credit,Branch,23.0,Student,196.0,1.0,707.25,0
278.23,Debit,Online,48.0,Engineer,83.0,1.0,8300.54,1
116.88,Debit,ATM,45.0,Doctor,263.0,1.0,7717.339999999999,1
328.77,Credit,Online,39.0,Doctor,247.0,1.0,6967.03,1
77.53,Debit,Branch,54.0,Retired,55.0,1.0,5158.6,1
421.74,Debit,Online,67.0,Doctor,103.0,1.0,12031.14,1
313.69,Debit,Branch,73.0,Retired,151.99999999999997,1.0,7093.68,1
411.72,Debit,Branch,29.0,Doctor,153.0,1.0,8539.86,0
508.73,Debit,Branch,59.0,Retired,89.0,1.0,7640.57,1
153.08,Debit,ATM,24.0,Student,201.0,1.0,1292.21,0
23.01,Debit,Branch,63.0,Retired,166.0,1.0,5958.75,1
69.28,Debit,Online,25.0,Student,129.0,1.0,708.7399999999999,0
51.25,Credit,Branch,28.0,Student,66.0,1.0,1744.4,0
407.65,Debit,ATM,25.0,Student,263.0,1.0,273.78,0
459.25,Debit,Branch,25.0,Student,59.00000000000001,1.0,130.76,0
301.56,Debit,Branch,49.0,Doctor,118.0,1.0,10389.6,1
17.67,Debit,Online,63.0,Doctor,91.0,1.0,1048.18,1
5.29,Credit,Online,32.0,Doctor,132.0,1.0,12896.68,1
401.37,Debit,Branch,43.0,Engineer,251.0,1.0,8208.54,1
145.4,Debit,Online,38.0,Engineer,24.0,1.0,5244.49,0
556.34,Debit,Online,37.0,Doctor,45.99999999999999,1.0,11935.14,1
34.31,Debit,ATM,24.0,Student,251.0,1.0,1484.76,0
780.59,Credit,Online,23.0,Student,145.0,1.0,6513.34,0
282.65,Debit,ATM,35.0,Doctor,161.0,1.0,13801.15,1
305.27,Debit,Online,68.0,Doctor,147.0,1.0,12958.65,1
185.81,Debit,Online,32.0,Doctor,116.00000000000001,1.0,9588.71,1
66.01,Debit,Online,49.0,Engineer,179.0,1.0,3475.99,1
447.95,Debit,Branch,29.0,Engineer,75.0,1.0,7544.399999999999,0
279.3,Debit,ATM,19.0,Student,48.0,1.0,1193.61,0
26.75,Debit,Online,33.0,Doctor,26.999999999999996,1.0,12063.77,1
611.15,Debit,ATM,27.0,Student,121.0,1.0,892.8299999999999,0
275.2,Debit,Online,54.0,Engineer,81.0,1.0,1230.12,1
427.79,Debit,Branch,18.0,Student,189.0,1.0,1479.67,0
469.13,Credit,ATM,54.0,Doctor,139.0,1.0,1265.28,1
102.81,Debit,Branch,76.0,Retired,47.0,1.0,3228.87,1
22.61,Debit,Online,19.0,Student,145.0,1.0,1111.67,0
68.28,Debit,Online,56.0,Engineer,293.0,1.0,3213.16,1
33.65,Credit,Online,63.0,Doctor,146.0,1.0,12719.93,1
362.68,Credit,ATM,63.0,Retired,137.0,1.0,2040.77,1
73.23,Debit,Branch,20.0,Student,172.0,1.0,1309.85,0
654.49,Credit,Online,25.0,Student,104.0,1.0,164.61,0
18.56,Credit,Branch,49.0,Engineer,161.0,1.0,4230.37,1
389.05,Debit,ATM,27.0,Student,41.0,1.0,761.0,0
7.38,Debit,Online,67.0,Retired,105.0,1.0,2923.83,1
109.48,Debit,Online,61.0,Retired,93.0,1.0,7372.47,1
66.91,Debit,ATM,39.0,Doctor,85.0,1.0,871.1,0
335.48,Debit,Branch,45.0,Engineer,155.0,1.0,3023.16,0
38.14,Debit,Online,19.0,Student,174.0,1.0,1119.21,0
1076.98,Debit,Branch,60.0,Doctor,173.0,1.0,11833.73,1
360.02,Debit,Online,68.0,Retired,68.00000000000001,1.0,6400.59,1
567.71,Debit,Online,63.0,Doctor,80.0,1.0,13884.24,1
218.19,Debit,ATM,19.0,Student,185.0,1.0,620.83,0
209.99,Debit,ATM,19.0,Student,40.0,1.0,1938.0100000000002,0
11.02,Debit,Branch,19.0,Student,280.0,1.0,964.79,0
83.43,Debit,Online,56.0,Retired,109.0,1.0,1870.16,1
344.97,Debit,Online,34.0,Doctor,106.0,1.0,5577.94,0
172.29,Debit,ATM,36.0,Engineer,283.0,1.0,8700.8,1
195.54,Debit,Online,60.0,Retired,255.0,1.0,2794.66,1
101.23,Debit,Online,45.0,Engineer,87.0,1.0,6169.71,1
180.46,Debit,ATM,25.0,Student,34.0,1.0,831.7499999999999,0
692.55,Debit,Branch,53.0,Retired,109.0,1.0,2451.56,1
147.31,Credit,Online,34.0,Doctor,91.99999999999999,1.0,13625.52,1
107.48,Debit,Branch,20.0,Student,103.0,1.0,1379.39,0
1831.02,Credit,Online,62.0,Doctor,83.0,1.0,11498.01,1
81.51,Debit,Branch,25.0,Student,97.0,1.0,865.4899999999999,0
365.48,Credit,Online,76.0,Retired,215.99999999999997,1.0,7147.4,1
491.1,Credit,Online,35.0,Engineer,125.0,1.0,7833.85,1
452.8,Debit,Branch,80.0,Retired,151.0,1.0,4840.67,1
645.04,Debit,Branch,70.0,Retired,78.0,1.0,7361.47,1
169.28,Debit,Branch,45.0,Doctor,114.0,1.0,5128.44,1
88.42,Debit,ATM,62.0,Doctor,91.0,1.0,12381.45,1
155.53,Debit,ATM,29.0,Engineer,66.0,1.0,4008.05,0
991.8200000000002,Debit,Online,43.0,Engineer,300.0,1.0,3493.13,0
39.24,Debit,ATM,77.0,Retired,106.0,1.0,6462.41,1
152.01,Debit,ATM,42.0,Engineer,111.0,3.0,4625.12,1
78.77,Credit,ATM,48.0,Engineer,50.00000000000001,1.0,6470.57,1
26.5,Debit,Online,48.0,Engineer,179.0,1.0,4854.83,1
83.62,Debit,ATM,48.0,Doctor,146.0,1.0,12652.22,1
142.78,Debit,Branch,68.0,Doctor,150.0,1.0,11705.88,1
55.99,Debit,ATM,35.0,Doctor,95.0,1.0,932.61,0
774.48,Debit,Branch,61.0,Doctor,30.999999999999996,1.0,11613.58,1
105.37,Debit,ATM,25.0,Student,160.0,1.0,1068.55,0
118.83,Debit,Online,28.0,Student,295.0,1.0,1616.3,0
46.22,Debit,Branch,23.0,Student,217.0,1.0,471.2799999999999,0
659.71,Credit,Branch,21.0,Student,148.0,1.0,106.86,0
377.97,Debit,Online,72.0,Retired,160.0,1.0,2457.1,1
114.1,Debit,Branch,69.0,Retired,148.0,1.0,5882.12,1
11.3,Credit,Online,55.0,Retired,41.0,1.0,1938.99,1
95.5,Debit,Online,57.0,Retired,17.0,1.0,4079.09,1
130.93,Credit,Branch,28.0,Engineer,149.0,1.0,860.1199999999999,0
272.97,Debit,Online,68.0,Retired,174.0,1.0,7811.310000000001,1
73.35,Debit,Branch,24.0,Student,47.0,1.0,1181.84,0
29.94,Debit,ATM,58.0,Doctor,243.0,1.0,10915.54,1
307.24,Debit,ATM,19.0,Student,136.0,2.0,1670.72,0
50.52,Debit,Online,20.0,Student,140.0,1.0,1121.19,0
820.46,Credit,Online,53.0,Engineer,243.0,1.0,5621.86,1
153.07,Debit,ATM,56.0,Engineer,116.00000000000001,1.0,8873.43,1
52.94,Debit,Branch,41.0,Doctor,146.0,1.0,6990.92,1
384.41,Debit,ATM,60.0,Engineer,65.0,1.0,7831.56,1
235.42,Debit,Branch,51.0,Retired,175.0,1.0,6173.23,1
114.23,Debit,ATM,56.0,Doctor,64.0,1.0,9523.72,1
12.62,Debit,Branch,33.0,Doctor,61.00000000000001,1.0,6420.47,0
997.37,Debit,ATM,23.0,Student,145.0,1.0,1146.09,0
373.52,Debit,ATM,35.0,Engineer,235.0,1.0,6430.41,0
336.05,Debit,Branch,28.0,Student,164.0,1.0,1635.05,0
366.93,Debit,Online,66.0,Retired,33.0,1.0,6697.79,1
112.27,Debit,Branch,58.0,Doctor,102.0,1.0,7369.89,1
494.9599999999999,Debit,ATM,40.0,Engineer,132.0,1.0,6903.68,1
561.58,Debit,Online,65.0,Doctor,22.999999999999996,1.0,11748.86,1
440.94,Debit,Online,42.0,Doctor,148.0,1.0,7303.23,1
71.9,Debit,Branch,29.0,Doctor,51.00000000000001,1.0,10619.35,1
256.66,Credit,Online,54.0,Retired,137.0,1.0,1794.5,1
166.55,Credit,Branch,59.0,Doctor,99.0,1.0,12970.21,1
276.26,Debit,Branch,56.0,Doctor,143.0,1.0,120.88999999999999,1
35.46,Debit,ATM,67.0,Doctor,164.0,1.0,5692.31,1
38.14,Debit,Branch,50.0,Engineer,165.0,1.0,9879.87,1
506.25999999999993,Credit,ATM,64.0,Retired,86.0,1.0,6266.65,1
736.32,Debit,Online,31.0,Doctor,28.0,1.0,14268.95,1
389.43,Credit,ATM,52.0,Engineer,151.0,1.0,6449.83,1
25.58,Debit,ATM,60.0,Engineer,166.0,1.0,6741.41,1
446.1,Debit,ATM,25.0,Student,243.0,1.0,1008.44,0
147.74,Debit,Branch,23.0,Student,15.0,1.0,1711.78,0
1228.81,Debit,ATM,26.0,Student,254.0,1.0,1821.0,0
46.23,Debit,Online,77.0,Retired,282.0,1.0,5107.75,1
265.37,Debit,Branch,33.0,Engineer,77.0,1.0,5229.95,0
342.57,Debit,Online,20.0,Student,91.0,1.0,339.16,0
417.26,Credit,Online,32.0,Doctor,45.0,1.0,10442.48,1
33.63,Debit,Online,63.0,Retired,75.99999999999999,1.0,4324.4,1
64.58,Debit,Branch,55.0,Retired,173.0,1.0,6292.29,1
23.23,Credit,Branch,21.0,Student,122.0,1.0,269.01,0
160.52,Credit,ATM,78.0,Retired,112.0,1.0,5379.25,1
278.88,Debit,Branch,64.0,Doctor,179.0,2.0,1334.09,1
285.49,Credit,Branch,53.0,Doctor,109.0,1.0,6366.84,1
71.87,Debit,ATM,22.0,Student,258.0,1.0,1839.1,0
308.8,Debit,ATM,53.0,Retired,41.0,1.0,3966.5399999999995,1
135.35,Debit,Branch,33.0,Engineer,82.0,1.0,9983.36,1
288.43,Debit,Branch,66.0,Retired,72.0,1.0,4577.09,1
147.46,Credit,Online,65.0,Doctor,205.0,1.0,7458.029999999999,1
214.15,Debit,Branch,32.0,Engineer,217.0,1.0,6397.29,0
71.34,Debit,Online,49.0,Engineer,144.0,3.0,6345.03,1
170.36,Debit,ATM,30.0,Doctor,118.0,1.0,6034.73,0
965.66,Debit,ATM,53.0,Engineer,32.0,1.0,765.8099999999998,1
736.53,Debit,ATM,55.0,Engineer,120.0,1.0,9826.26,1
213.42,Debit,ATM,45.0,Engineer,17.0,1.0,3736.3800000000006,1
94.09,Debit,Branch,27.0,Student,203.0,1.0,646.8499999999999,0
91.23,Debit,ATM,72.0,Retired,86.0,1.0,6385.12,1
263.92,Credit,Branch,57.0,Retired,233.0,1.0,4161.71,1
77.5,Credit,Online,51.0,Doctor,201.0,1.0,11079.77,1
3.65,Debit,Online,69.0,Doctor,146.0,1.0,10017.11,1
43.88,Credit,Online,26.0,Student,251.0,1.0,1644.09,0
591.98,Debit,ATM,28.0,Student,132.0,1.0,387.65,0
224.79,Debit,Online,18.0,Student,129.0,1.0,528.38,0
64.3,Debit,ATM,55.0,Retired,67.0,1.0,7530.299999999999,1
111.79,Debit,Online,62.0,Doctor,49.0,1.0,10887.59,1
927.16,Debit,ATM,59.0,Retired,153.0,1.0,7104.61,1
613.7,Credit,Branch,61.0,Retired,37.0,1.0,7307.11,1
26.07,Debit,Branch,20.0,Student,18.999999999999996,3.0,349.98,0
170.45,Debit,Branch,60.0,Engineer,199.0,1.0,2284.41,1
344.27,Debit,Branch,22.0,Student,123.0,1.0,1918.3600000000001,0
872.72,Debit,Online,22.0,Student,288.0,1.0,503.01,0
292.95,Debit,Branch,37.0,Engineer,56.0,1.0,1216.91,0
28.44,Debit,ATM,18.0,Student,243.0,1.0,1071.04,0
209.02,Debit,ATM,21.0,Student,74.0,1.0,187.9,0
20.05,Debit,ATM,72.0,Retired,171.0,1.0,7145.67,1
175.02,Debit,Online,28.0,Student,71.0,1.0,1493.88,0
89.5,Credit,Branch,41.0,Engineer,134.0,1.0,8658.95,1
69.96,Debit,Branch,28.0,Student,30.999999999999996,1.0,164.12,0
146.51,Debit,ATM,53.0,Engineer,68.00000000000001,1.0,7089.9,1
376.78,Credit,Online,21.0,Student,88.0,1.0,841.6499999999999,0
148.54,Credit,Branch,71.0,Retired,107.0,1.0,5677.05,1
388.77,Credit,Online,26.0,Student,30.0,1.0,1658.49,0
100.38,Debit,Branch,63.0,Doctor,49.0,1.0,10171.68,1
